Company Name,Original_Number,URL,is_b2b,is_b2b_reason,serves_1000,serves_1000_reason,found_number,sales_pitch,description,matched_golden_partner,match_reasoning,Industry,Matched Partner Description,Avg Leads Per Day,Rank,B2B Indicator,Phone Outreach Suitability,Target Group Size Assessment,Products/Services Offered,USP/Key Selling Points,Customer Target Segments,Business Model,Company Size Inferred,Innovation Level Indicators,Website Clarity Notes,Original Row Number,ScrapeStatus
Covendos Healthcare Group,'+49 621 4907150,http://www.covendos.com,Yes,"The company provides services to the healthcare industry, including 'Pharmaberater im Innendienst Medical Information Services Remote Training', indicating a B2B focus.",Yes,"The text mentions '1,5 Mio Multi Channel Kontakte' and serving the 'DACH Region', suggesting a large scale of operations and the capacity to serve over 1000 customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für das Gesundheits- und Sozialwesen, das ebenfalls Krankenhäuser, Pflegeheime und medizinisches Fachpersonal anspricht. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Covendos GmbH, founded in 2009, is a German company specializing in efficient healthcare communication solutions. They cater to the healthcare industry, including pharmaceuticals, medical technology, medical devices, veterinary medicine, clinics, dental practices, health centers, health insurance companies, nursing facilities, nutritional supplements, functional food, and wellness sectors. Covendos offers a range of services including remote services with ""Pharmaberater im Innendienst"" (in-house pharmaceutical consultants), medical information services, and remote training. Their offerings are structured around four business areas: Multi Channel Center (PBI-Teams, campaign teams, OTC telesales teams, customer care outsourcing), Sales Expert Unit (vacancy management, service teams, tandem teams), Smart Agency (classic advertising, digital marketing, POS & event), and Academy Plus (webinar training, digital change processes, content, format & channel). Covendos emphasizes bridging the gap between traditional sales and multi-channel go-to-market models. They highlight audited processes in data protection, reconciliation, drug safety, and pharmacovigilance. They operate medical information centers covering the DACH region, providing medical and scientific information to external and internal clients via phone, email, and post, including triage, handling adverse events, monitoring medication adherence, patient registration, and support. They also offer medical content and project management, research, review process support, module development for remote webinars, training materials, and quality control for sales teams. Covendos has approximately 110 employees and has generated 1.5 million multi-channel contacts.",Relias Learning GmbH,"Gemeinsame Zielgruppe: Gesundheitswesen (Krankenhäuser, Pflegeheime, medizinisches Fachpersonal); Ähnliche Dienstleistungen: Digitale Lernplattformen und E-Learning-Lösungen; Überschneidung bei der Bereitstellung von Schulungen und Weiterbildungen für das Gesundheitswesen",Healthcare Communication Solutions,"Industry: E-Learning; Digital Education for Healthcare and Social Services; Services/Products: Digital learning platforms; Tailored e-learning solutions for hospitals, nursing homes, social institutions, and emergency services; Online courses with interactive modules and certificates; Legally compliant digital certifications and automatic documentation for mandatory training; Personnel development with individual learning plans and competency analyses.; Target Audience: Healthcare sector (hospitals, nursing homes, medical professionals, nurses); Social care sector (social institutions, social workers); Emergency services.; Business Model: Provider of digital learning platforms and e-learning solutions (likely SaaS or subscription-based).; Company Size: SME (General); Innovation Level: Focus on ""digital"" solutions (digital further education, digital learning platforms, digital certificates, automatic documentation); E-Learning; Interactive modules; Development of digital education solutions.",8.0,6,True,True,Appears Large / >=500 potential,Remote services with Pharmaberater im Innendienst; Medical information services; Remote training; Multi Channel Center; Sales Expert Unit; Smart Agency; Academy Plus,"Efficient healthcare communication solutions; Bridging the gap between traditional sales and multi-channel go-to-market models; Audited processes in data protection, reconciliation, drug safety, and pharmacovigilance",Pharmaceuticals; Medical technology; Medical devices; Veterinary medicine; Clinics; Dental practices; Health centers; Health insurance companies; Nursing facilities; Nutritional supplements; Functional food; Wellness sectors,Service-oriented; Multi-channel communication solutions for the healthcare industry,SME,Summary highlights digital change processes and multi-channel go-to-market models.,The business model and target audience are clearly articulated in the summary.,2,Success
DEKRA Event & Logistic Services GmbH,'+49 21 122950740,http://www.dekra-els.de,Yes,"The company provides ""Vehicle transfer for companies"" and ""Efficient fleet management for your success"", indicating B2B services.",Yes,"The text mentions ""Efficient fleet management"" and ""web-based software solutions"", suggesting a scalable service capable of serving a large number of customers. Also, they mention working nationwide.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Logistiklösungen und Supply Chain Management, das sich an Unternehmen richtet, die ihre Logistikprozesse digitalisieren und effizienter gestalten wollen. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","DEKRA Event & Logistic Services (DEKRA ELS), part of the DEKRA Arbeit Group, provides vehicle transfer and fleet management solutions primarily for companies in Germany. In vehicle transfers, they offer nationwide delivery of registered and unloaded vehicles, using their own drivers or subcontractors, and digitally log the process via the DEKRA app. They transfer various vehicle types, including cars, vans, and trucks, ensuring they are roadworthy and meet specific conditions. DEKRA ELS also offers logistic services including appointment management, transport coordination, administrative services, receipt management, and document management. They provide customized scheduling, coordination of transports, and administrative task relief. Their unique selling point is their own IT department that develops tailor-made web-based software solutions for efficient data processing and fleet management, including solutions for purchase management, return management, pick-up and delivery services, company car management, appointment management and document management. They offer REST API interfaces, real-time monitoring, and automated reporting. DEKRA ELS emphasizes transparency, reliability, and customer satisfaction, with comprehensive insurance coverage for all transfers.",NxtLog,"Ähnliche Ausrichtung auf Logistik und Transport.; Gemeinsamer Fokus auf digitale Lösungen und Software zur Prozessoptimierung.; Überschneidung bei der Zielgruppe: Unternehmen, die ihre Logistikprozesse digitalisieren möchten.",Vehicle Transfer and Fleet Management,"Industry: Digital Solutions for Logistics and Transport; Logistics Software; Supply Chain Management Solutions; Services/Products: Digital logistics solutions (software for optimization and automation of logistics processes); Supply chain management (enhancing transparency and control via intelligent tracking and monitoring systems); Real-time data analysis (for improving efficiency and decision-making in logistics); AI-supported optimization (for logistics planning, supply chain analysis, and route optimization); Individual analysis and consulting for digital transformation of logistics processes; Optimization of warehouse and shipping logistics.; Target Audience: Companies in the logistics, transport, and supply chain management sectors seeking to digitize and make their processes more efficient; Logistics service providers needing fully automated solutions for planning, tracking, and analyzing their supply chains; Companies aiming to optimize their shipping logistics and warehousing through smart software solutions.; Business Model: Software development; Consulting; Service-oriented (custom solutions and implementation); Product-driven (software solutions).; Company Size: …; Innovation Level: Innovative digital solutions; Modern technology; Real-time data; AI-supported optimization; Artificial intelligence; Digital transformation; Smart software solutions; Latest developments in digital logistics.",5.0,20,True,True,Appears Large / >=500 potential,Vehicle transfer (nationwide delivery); Fleet management solutions; Appointment management; Transport coordination; Administrative services; Receipt management; Document management; Web-based software solutions for data processing and fleet management,Nationwide delivery of registered vehicles; Digitally logged process via DEKRA app; Tailor-made web-based software solutions; REST API interfaces; Real-time monitoring; Automated reporting; Comprehensive insurance coverage,Companies in Germany,Service-oriented with custom software solutions,Large Enterprise,Own IT department that develops tailor-made web-based software solutions.,The business model and services are clearly articulated. The target group is mentioned.,3,Success
measX GmbH & Co. KG,'+49 21 6695200,http://www.measx.com,Yes,"The company provides ""Test Rig Technology"", ""Data Acquisition"", ""Consulting"", and ""Test Data Management"" which are business solutions.",Yes,"The company provides software and hardware solutions to major automotive companies like Daimler, Ford, and Audi, suggesting a large customer base and scalable solutions. Also, the text mentions ""In-vehicle measurement system with up to 1,000 measurement points via CAN bus or S-net"".",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation im Industriesektor spezialisiert hat, insbesondere für die Wartung und das Anlagenmanagement komplexer technischer Anlagen. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","measX GmbH & Co. KG specializes in measurement and testing systems, offering hardware and software solutions, consulting, and services primarily for test rig technology and test data management. Their products include hardware like eGAS, X-Conn PWM, X-Conn Runout, and X-LED, and software such as DA­SYLab, MOSES, NI DIA­dem, X-Crash, X-Frame, X-Pedpro, and X-Zero. They cater to various industries, including the automotive industry, energy industry, and research institutions, providing solutions for data acquisition, signal analysis, automation, and vehicle safety. measX adapts data acquisition solutions to customer-specific needs, manufacturing individual systems or small series in their workshop. They also offer training and workshops on their software and related technologies like Python and Visual Basic Script. The company provides test rig technology, retrofitting, consulting, and test data management services. They develop software in-house and also sell DA­SYLab from National Instruments, acting as the exclusive partner in Europe for DA­SYLab from National Instruments. measX provides solutions for electric motors under load, electromagnetic pumps, gas sampling, sound insulation tests, medical research, climate chamber automation, on-board network architectures, brake stress tests, vehicle dynamics testing, spinning pump test benches, sensor systems, thermal validation of vehicles, electric pumps, Hall sensors, cut protection materials, indoor skydiving, cable industry quality assurance, offshore wind turbines, car wheels, and rolling-contact bearings.",RODIAS GmbH,Ähnliche Ausrichtung auf Industrieunternehmen mit komplexen technischen Anlagen.; Überschneidung im Bereich IT-Lösungen für Wartung und Anlagenmanagement.; Gemeinsames Interesse an der digitalen Transformation von Prozessen.,Measurement and Testing Systems,"Industry: IT Consulting (specializing in digital transformation for industry, particularly maintenance and asset management); Services/Products: Customized IT solutions for maintenance, asset management, operation and dismantling of complex technical plants; Consulting services for maintenance; Free potential analysis; AI in maintenance; Predictive Maintenance; Augmented Reality for maintenance teams; Maintenance 4.0 solutions; Mobile apps for on-site maintenance; 360° Asset Lifecycle Management (consulting, implementation, service, support); Enterprise Asset Management (EAM) 4.0 solutions; Custom software development; Service & Support.; Target Audience: Industrial companies with complex technical plants requiring maintenance and asset management solutions.; Business Model: IT consulting; Project-based development of customized software solutions; Service and support (implementation, ongoing support).; Company Size: SME (General) / Medium; Innovation Level: Digital transformation; AI in maintenance; Predictive Maintenance; Augmented Reality; Maintenance 4.0; Analytics; Condition-Based Maintenance; Awarded as TOP 100 Innovator 2022.",8.0,19,True,True,Appears Large / >=500 potential,eGAS; X-Conn PWM; X-Conn Runout; X-LED; DA­SYLab; MOSES; NI DIA­dem; X-Crash; X-Frame; X-Pedpro; X-Zero; Test rig technology; Test data management,Adapts data acquisition solutions to customer-specific needs; In-house software development; Exclusive partner in Europe for DA­SYLab from National Instruments,Automotive industry; Energy industry; Research institutions,"Solutions provider with hardware, software, consulting, and services",SME,Adapts data acquisition solutions to customer-specific needs,The summary clearly describes the company's offerings and target industries.,4,Success
WOLTERS cat & dog GmbH,,http://www.wolters-cat-dog.de,Yes,"The text mentions 'Fachhandel' and 'Händler-Support', indicating they sell to retailers, which is a B2B activity.",Yes,"The company has a 'WOLTERS Store' and mentions 'Händler finden', suggesting a distribution network that likely serves over 1,000 customers.",,,,,LLM Partner Matching Failed or No Match Found,Pet Supplies,,,,,True,Appears Large / >=500 potential,Dog collars; Harnesses; Leashes; Dog beds and mattresses; Toys; Feeding bowls; Dog clothing; Dog and cat food; Dog and cat snacks,High-quality and stylish accessories; Focus on comfort and well-being of pets; Well-fitting solutions for different dog breeds and sizes; Sustainability and environmental awareness,Dog owners; Cat owners,"Direct sales of pet accessories, food, and snacks",SME,Innovative accessories and products; use of ecorepel®; toys made from natural rubber,The business model and offerings are clearly articulated. Target audience is implied (pet owners).,5,Success
SEMDATEX GmbH,,http://www.semdatex.com,Yes,"The company provides ""innovative technical Lösungen, die Ärzten und medizinischem Fachpersonal den sicheren Zugang zu diesen Patientendaten ermöglichen"". This indicates a business-to-business service.",Yes,"The text mentions being a ""Marktführer im Heart Failure Monitoring in Deutschland"" and creating a ""zuverlässiges, erweiterbares Ökosystem für das Gesundheitsmanagement"", suggesting a large scale operation and the potential to serve many customers.",+493012084399,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich HealthTech, das intelligente Systeme zur Überwachung von Drainagen und Kathetern entwickelt und vertreibt und sich an Krankenhäuser und Kliniken richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","SEMDATEX GmbH, operating under the name SEMDATEX which stands for “Secure Medical Data Exchange”, focuses on providing secure medical data exchange solutions, particularly for sensitive patient data. They create innovative technical solutions that enable doctors and medical professionals to securely access patient data anytime, anywhere. Their certified platform ensures high security in communication between patients, cardiologists, and general practitioners, while also providing comprehensive quality assurance. As a market leader in Heart Failure Monitoring in Germany, they set standards in the field of heart failure monitoring and create real value for healthcare. Their primary focus is on Remote Patient Data Management (RPDM) for patients with heart failure, aiming to alleviate the burden on patients, hospitals, doctors, and staff by creating a reliable and expandable ecosystem for health management. They offer a modular platform for personalized patient care, effective collaboration between doctors, flexible integration of new telemedicine technologies, web-based access with secure data encryption, standardized operating protocols for higher quality healthcare, and an optimized dashboard for data from CIEDs and external sensors. They highlight the potential of their RPM solutions to offer a more personalized approach, leading to better health outcomes and reduced healthcare costs through timely diagnosis and treatment, preventing complications and hospitalizations.",Elixion Medical,Gemeinsame Zielgruppe: Krankenhäuser und medizinisches Fachpersonal.; Ähnliche Produkte/Services: Fokus auf digitale Lösungen und Datenmanagement im Gesundheitswesen.; Gemeinsame Branche: HealthTech und Digitalisierung von Gesundheitsprozessen.,Healthcare Technology,Industry: HealthTech; Digitalization of health processes; Services/Products: SmartDrain (intelligent system for monitoring drains and catheters); Innovative solutions for automation and real-time monitoring of patient fluid lines.; Target Audience: Hospitals; Care facilities.; Business Model: Product-driven (development and sale of medical devices/systems).; Company Size: Startup; Innovation Level: Innovative solutions; Digitization; Automation; Real-time monitoring; Intelligent system; Machine learning; Wireless data transmission; Innovative technologies.,5.0,4,True,True,Appears Medium,Secure medical data exchange solutions; Remote Patient Data Management (RPDM) platform; Heart Failure Monitoring solutions,Secure access to patient data; Certified platform for high security; Market leader in Heart Failure Monitoring in Germany; Modular platform for personalized patient care,Doctors; Medical professionals; Cardiologists; General practitioners; Hospitals,Platform for secure medical data exchange and remote patient monitoring,SME,Summary highlights innovative technical solutions and flexible integration of new telemedicine technologies.,The business model and target audience are clearly articulated in the summary.,6,Success
artaxo GmbH,'+49 40 200039890,http://www.artaxo.com,Yes,"The company is an ""Online-Marketing-Agentur"" offering services like SEO, Content, SEA, UX & CRO, IT & Web Analytics, and Linkbuilding, which are typically B2B services.",Yes,"The text mentions ""1000+ zufriedene Kunden"" indicating they serve over 1,000 customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Agentur aus dem Bereich digitales Marketing, die ebenfalls SEO und SEA Dienstleistungen für Unternehmen anbietet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","artaxo GmbH is an online marketing agency based in Hamburg, Germany, specializing in search engine marketing (SEM). Founded in 2000, the agency offers a range of services including SEO (search engine optimization), content strategy and creation, SEA (search engine advertising), UX & CRO (user experience and conversion rate optimization), IT & web analytics, and linkbuilding. They cater to a diverse clientele, including SMEs and large corporations, providing holistic online marketing concepts. artaxo emphasizes a data-driven approach, leveraging their experience in analyzing Google, Amazon, and YouTube to identify trends and optimize strategies. They offer comprehensive consulting, SEO audits, and ongoing support to improve clients' online visibility and convert website visitors into customers. The agency also runs an internal SEO traineeship program, sharing their knowledge through the SEO-Trainee.de blog. artaxo aims to help clients achieve top positions in search results by creating relevant, high-quality content tailored to their target audience.",PNP Media,Gemeinsame Ausrichtung auf digitales Marketing.; Überschneidung bei SEO und SEA Dienstleistungen.; Beide bedienen Unternehmen als Zielgruppe.,Online Marketing,"Industry: Digital Marketing Agency (Full-Service); Services/Products: Web Design & Development (creation of modern, user-friendly websites and online shops); Search Engine Optimization (SEO); Search Engine Advertising (SEA) & Google Ads; Performance Marketing (development of data-driven marketing strategies); Social Recruiting; Branding & Print Materials.; Target Audience: Businesses.; Business Model: Service-oriented (offers a broad palette of services).; Company Size: Startup / Small; Innovation Level: ""Innovative solutions""; ""Use of modern technologies and methods""; ""staying at the forefront of digital development.""",5.0,34,True,True,Appears Large / >=500 potential,SEO (search engine optimization); Content strategy and creation; SEA (search engine advertising); UX & CRO (user experience and conversion rate optimization); IT & web analytics; Linkbuilding; SEO audits; Consulting,"Data-driven approach; Experience analyzing Google, Amazon, and YouTube; Holistic online marketing concepts; Tailored content creation",SMEs; Large corporations,Service-oriented; Online marketing agency,SME,"emphasizes a data-driven approach, leveraging their experience in analyzing Google, Amazon, and YouTube to identify trends and optimize strategies.",Business model and target audience are clearly articulated in the summary.,7,Success
link protect GmbH,'+49 80 915384400,http://www.linkprotect.de,Yes,"The company provides IT security and consulting services, including 'Managed Services' and 'Penetration Testing,' indicating a focus on business clients.",Yes,"The company offers 'Managed Services' and 'Cloud Services', and has multiple locations ('Hauptsitz in Kirchseeon bei München und Niederlassung in Nürnberg'), suggesting the capacity to serve a large number of customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Industriesektor spezialisiert hat und sich an Unternehmen mit komplexen technischen Anlagen richtet. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","link protect is an IT security and IT consulting company headquartered in Kirchseeon near Munich, Germany, with a branch in Nuremberg. It offers a range of services including IT security, IT infrastructure, server & storage solutions, datacenter services, managed services, penetration testing, professional services, electrical network technology, and solutions for digital schools. Their managed services include Managed EDR (DEFENSA), Managed Emailsecurity (SINBASURA), Managed BackUp (RESPALDO), Managed Firewall (BARRERA), Managed Workplace (ENLACE), Managed WLAN (ONDA), Managed Security Site (PADRON), and Managed SOC (GUARDIAN). The company provides comprehensive solutions and individual services in all IT areas, partnering with manufacturers like Fortinet, Check Point, A10 Networks, F5 Networks, MACMON, Brocade, Xirrus, Ruckus, Arista, and Alcatel-Lucent Enterprise. link protect emphasizes a customer- and solution-oriented approach, prioritizing the identification and provision of the best possible solution for their clients. They highlight their employees' extensive know-how and personal commitment as a key advantage. The company focuses on building long-term partnerships based on openness and honesty, encapsulated in their claim: ""Trust gives Security"". They offer antivirus and antispam solutions, utilizing machine learning, AI, and signature-based detection. They support schools in digitization by creating personalized webshops for parents to order hardware and accessories. link protect emphasizes open communication, direct channels, and flat hierarchies to react quickly and flexibly to customer needs.",RODIAS GmbH,Gemeinsame Ausrichtung auf IT-Beratung und digitale Transformation.; Ähnliche Dienstleistungen im Bereich IT-Lösungen für Unternehmen.; Fokus auf die Optimierung von Prozessen durch Technologie.,IT Security and Consulting,"Industry: IT Consulting (specializing in digital transformation for industry, particularly maintenance and asset management); Services/Products: Customized IT solutions for maintenance, asset management, operation and dismantling of complex technical plants; Consulting services for maintenance; Free potential analysis; AI in maintenance; Predictive Maintenance; Augmented Reality for maintenance teams; Maintenance 4.0 solutions; Mobile apps for on-site maintenance; 360° Asset Lifecycle Management (consulting, implementation, service, support); Enterprise Asset Management (EAM) 4.0 solutions; Custom software development; Service & Support.; Target Audience: Industrial companies with complex technical plants requiring maintenance and asset management solutions.; Business Model: IT consulting; Project-based development of customized software solutions; Service and support (implementation, ongoing support).; Company Size: SME (General) / Medium; Innovation Level: Digital transformation; AI in maintenance; Predictive Maintenance; Augmented Reality; Maintenance 4.0; Analytics; Condition-Based Maintenance; Awarded as TOP 100 Innovator 2022.",8.0,19,True,True,Appears Large / >=500 potential,IT security; IT infrastructure; Server & storage solutions; Datacenter services; Managed services; Penetration testing; Professional services; Electrical network technology; Solutions for digital schools; Managed EDR (DEFENSA); Managed Emailsecurity (SINBASURA); Managed BackUp (RESPALDO); Managed Firewall (BARRERA); Managed Workplace (ENLACE); Managed WLAN (ONDA); Managed Security Site (PADRON); Managed SOC (GUARDIAN),"Customer- and solution-oriented approach; Employees' extensive know-how and personal commitment; Long-term partnerships based on openness and honesty; Open communication, direct channels, and flat hierarchies",Businesses; Schools,Service-oriented; IT security and consulting,SME,"They offer antivirus and antispam solutions, utilizing machine learning, AI, and signature-based detection.","The business model and services offered are clearly articulated. Target audience is primarily businesses, with a specific offering for schools.",8,Success
Colonia Spezialfahrzeuge,,http://www.colonia.info,Yes,"The company provides ""Kranarbeiten & Schwertransporte"" (Crane work & Heavy transport), ""Industriemontagen"" (Industrial assembly), and ""Abschleppdienst"" (Towing service), which are primarily B2B services.",Yes,"The company has ""mehr als 300 Spezialfahrzeuge"" (more than 300 special vehicles) and operates ""regional, national und international"" (regionally, nationally and internationally), suggesting a large scale operation capable of serving many customers.",+49221956860,,,,LLM Partner Matching Failed or No Match Found,Crane Services and Heavy Transport,,,,True,True,Appears Large / >=500 potential,"Crane work (telescopic cranes, crawler cranes, mobile construction cranes, industrial cranes); Heavy transport; Industrial assembly; Towing services; Workshop services; Project planning; Heavy goods storage; Mobile road plates; Training; Truck wash service","Over 70 years of experience; Wide range of services; 24/7 availability; Focus on quality, safety, and efficiency; Sustainability and environmentally friendly",,Service-oriented; Project-based,SME,The company focuses on sustainability and being environmentally friendly.,The business model and services are clearly communicated. The target group is less specific but implies industrial clients.,9,Success
EDEKA Wucherpfennig GmbH,'+49 511 990410,http://www.edeka-wucherpfennig.de,No,"The text describes Edeka Wucherpfennig as a local grocery retailer with multiple locations, focusing on serving individual customers with food and related products. There is no indication of B2B activities.",Yes,"The company has '12 lokalen Standorten' and is described as 'Hannovers größter, selbstständiger Lebensmitteleinzelhändler', suggesting a large customer base.",,,,,Pre-qualification failed: Not_B2B,Retail Sector (B2B),,,,,,,,,,,,,,10,Success
MSO Medien-Service GmbH & Co. KG,'+49 541 310310,http://www.mso-medien.de,Yes,"The company provides ""Agenturdienstleistungen"" (agency services) and ""Kommunikationslösungen"" (communication solutions) to customers, indicating a B2B focus.",No,"The text mentions ""lokaler Verbundenheit"" (local connection) and serving customers ""in Osnabrück und dem Emsland"", suggesting a localized operation rather than a large-scale one.",,,,,Pre-qualification failed: Capacity_Under_1000,Digital Marketing Agency / Web Development,,,,,,,,,,,,,,11,Used_Fallback_Description
